n_activities,n_dependencies,n_dus,n_dps,n_dus_edges,dus_distance_to_end,dataset,instance
122,183,17,45,53,2.176470588235294,j120,j12011_4.sm
122,183,19,44,55,2.263157894736842,j120,j12011_5.sm
122,183,16,45,51,2.125,j120,j12011_6.sm
122,183,16,39,46,2.1875,j120,j12011_7.sm
122,183,18,46,61,1.9444444444444444,j120,j12011_8.sm
122,183,16,45,51,2.0625,j120,j12011_9.sm
122,183,16,44,50,2.5625,j120,j12012_1.sm
122,183,17,43,50,2.0,j120,j12012_10.sm
122,183,17,39,46,2.0588235294117645,j120,j12012_2.sm
122,183,17,41,52,2.0,j120,j12012_3.sm
122,183,20,44,57,2.45,j120,j12012_4.sm
122,183,16,41,51,2.125,j120,j12012_5.sm
122,183,16,42,54,2.0625,j120,j12012_6.sm
122,183,16,39,50,1.875,j120,j12012_7.sm
122,183,15,34,41,2.0,j120,j12012_8.sm
122,183,14,37,43,2.2857142857142856,j120,j12012_9.sm
122,183,20,46,65,2.1,j120,j12013_1.sm
122,183,15,42,46,2.066666666666667,j120,j12013_10.sm
122,183,17,39,50,2.235294117647059,j120,j12013_2.sm
122,183,17,37,51,2.1176470588235294,j120,j12013_3.sm
122,183,16,46,53,2.1875,j120,j12013_4.sm
122,183,15,34,42,2.066666666666667,j120,j12013_5.sm
122,183,16,40,49,2.125,j120,j12013_6.sm
122,183,17,41,54,2.176470588235294,j120,j12013_7.sm
122,183,16,40,48,2.3125,j120,j12013_8.sm
122,183,16,38,46,2.125,j120,j12013_9.sm
122,183,14,36,40,1.8571428571428572,j120,j12014_1.sm
122,183,16,45,50,2.1875,j120,j12014_10.sm
122,183,18,43,56,2.2777777777777777,j120,j12014_2.sm
122,183,18,38,51,2.2222222222222223,j120,j12014_3.sm
122,183,17,38,51,1.9411764705882353,j120,j12014_4.sm
122,183,18,46,52,2.2222222222222223,j120,j12014_5.sm
122,183,18,48,59,2.388888888888889,j120,j12014_6.sm
122,183,16,35,46,2.0625,j120,j12014_7.sm
122,183,16,46,49,2.4375,j120,j12014_8.sm
122,183,19,49,59,2.3157894736842106,j120,j12014_9.sm
122,183,14,38,41,1.9285714285714286,j120,j12015_1.sm
122,183,17,45,54,2.0,j120,j12015_10.sm
122,183,16,43,51,2.25,j120,j12015_2.sm
122,183,18,43,54,2.2222222222222223,j120,j12015_3.sm
122,183,16,36,44,2.3125,j120,j12015_4.sm
122,183,16,36,46,2.1875,j120,j12015_5.sm
122,183,18,38,52,2.5555555555555554,j120,j12015_6.sm
122,183,16,39,48,2.1875,j120,j12015_7.sm
122,183,20,40,56,2.45,j120,j12015_8.sm
122,183,19,48,61,2.1052631578947367,j120,j12015_9.sm
122,183,17,38,45,2.0,j120,j12016_1.sm
122,183,17,42,49,2.3529411764705883,j120,j12016_10.sm
122,183,15,39,41,2.4,j120,j12016_2.sm
122,183,16,43,48,2.3125,j120,j12016_3.sm
122,183,17,47,58,2.0588235294117645,j120,j12016_4.sm
122,183,20,41,61,2.15,j120,j12016_5.sm
122,183,15,39,46,2.2,j120,j12016_6.sm
122,183,16,34,44,2.1875,j120,j12016_7.sm
122,183,15,37,46,1.8666666666666667,j120,j12016_8.sm
122,183,17,39,51,2.0,j120,j12016_9.sm
122,183,15,36,39,2.2,j120,j12017_1.sm
122,183,15,35,44,2.0,j120,j12017_10.sm
122,183,18,40,56,2.2777777777777777,j120,j12017_2.sm
122,183,16,38,50,2.125,j120,j12017_3.sm
122,183,18,42,52,2.2777777777777777,j120,j12017_4.sm
122,183,18,46,60,2.2777777777777777,j120,j12017_5.sm
122,183,15,42,45,2.2666666666666666,j120,j12017_6.sm
122,183,17,45,55,2.2941176470588234,j120,j12017_7.sm
122,183,15,38,47,2.1333333333333333,j120,j12017_8.sm
122,183,16,38,46,2.375,j120,j12017_9.sm
122,183,17,46,55,2.411764705882353,j120,j12018_1.sm
122,183,17,45,56,2.1176470588235294,j120,j12018_10.sm
122,183,19,47,61,2.1052631578947367,j120,j12018_2.sm
122,183,15,43,46,2.4,j120,j12018_3.sm
122,183,17,46,57,2.0588235294117645,j120,j12018_4.sm
122,183,19,44,56,2.0,j120,j12018_5.sm
122,183,21,51,65,2.380952380952381,j120,j12018_6.sm
122,183,17,43,51,2.2941176470588234,j120,j12018_7.sm
122,183,17,45,52,2.1176470588235294,j120,j12018_8.sm
122,183,17,42,52,2.0588235294117645,j120,j12018_9.sm
122,183,17,39,50,2.235294117647059,j120,j12019_1.sm
122,183,16,40,49,2.375,j120,j12019_10.sm
122,183,15,38,47,2.2666666666666666,j120,j12019_2.sm
122,183,16,38,44,2.375,j120,j12019_3.sm
122,183,16,45,52,2.25,j120,j12019_4.sm
122,183,16,38,49,2.1875,j120,j12019_5.sm
122,183,17,39,51,2.3529411764705883,j120,j12019_6.sm
122,183,19,42,56,2.0526315789473686,j120,j12019_7.sm
122,183,16,38,50,2.0,j120,j12019_8.sm
122,183,16,42,47,1.875,j120,j12019_9.sm
122,183,20,46,62,2.15,j120,j1201_1.sm
122,183,18,46,56,2.2222222222222223,j120,j1201_10.sm
122,183,18,47,55,2.388888888888889,j120,j1201_2.sm
122,183,16,40,54,2.1875,j120,j1201_3.sm
122,183,17,47,57,2.0588235294117645,j120,j1201_4.sm
122,183,16,45,48,2.5625,j120,j1201_5.sm
122,183,16,42,45,2.0625,j120,j1201_6.sm
122,183,18,44,55,2.3333333333333335,j120,j1201_7.sm
122,183,20,46,62,2.3,j120,j1201_8.sm
122,183,17,42,57,2.1176470588235294,j120,j1201_9.sm
122,183,17,39,49,2.1176470588235294,j120,j12020_1.sm
122,183,16,39,47,2.125,j120,j12020_10.sm
122,183,18,44,56,2.1666666666666665,j120,j12020_2.sm
122,183,15,40,46,2.0,j120,j12020_3.sm
122,183,17,42,48,2.176470588235294,j120,j12020_4.sm
122,183,15,32,40,2.2666666666666666,j120,j12020_5.sm
122,183,16,40,49,2.25,j120,j12020_6.sm
122,183,15,34,43,2.2666666666666666,j120,j12020_7.sm
122,183,19,45,62,2.0,j120,j12020_8.sm
122,183,16,35,46,2.0,j120,j12020_9.sm
122,220,17,53,65,2.5294117647058822,j120,j12021_1.sm
122,220,17,48,57,2.0588235294117645,j120,j12021_10.sm
122,220,17,53,57,2.0588235294117645,j120,j12021_2.sm
122,220,18,58,69,1.9444444444444444,j120,j12021_3.sm
122,220,18,53,63,2.3333333333333335,j120,j12021_4.sm
122,220,17,53,61,1.8823529411764706,j120,j12021_5.sm
122,220,17,56,65,2.176470588235294,j120,j12021_6.sm
122,220,18,56,70,2.2777777777777777,j120,j12021_7.sm
122,220,20,58,73,2.25,j120,j12021_8.sm
122,220,17,57,64,1.9411764705882353,j120,j12021_9.sm
122,220,18,57,64,2.111111111111111,j120,j12022_1.sm
122,220,16,49,55,2.3125,j120,j12022_10.sm
122,220,19,52,68,2.0,j120,j12022_2.sm
122,220,16,51,51,2.3125,j120,j12022_3.sm
122,220,16,52,55,2.25,j120,j12022_4.sm
122,220,17,55,61,2.1176470588235294,j120,j12022_5.sm
122,220,18,54,62,2.111111111111111,j120,j12022_6.sm
122,220,24,72,91,2.4583333333333335,j120,j12022_7.sm
122,220,18,49,63,2.0,j120,j12022_8.sm
122,220,16,54,58,2.0625,j120,j12022_9.sm
122,220,17,51,58,2.4705882352941178,j120,j12023_1.sm
122,220,17,52,57,2.176470588235294,j120,j12023_10.sm
122,220,18,58,67,2.2222222222222223,j120,j12023_2.sm
122,220,17,55,61,2.2941176470588234,j120,j12023_3.sm
122,220,17,57,59,1.9411764705882353,j120,j12023_4.sm
122,220,19,59,71,2.210526315789474,j120,j12023_5.sm
122,220,19,55,72,2.1052631578947367,j120,j12023_6.sm
122,220,19,56,62,2.3684210526315788,j120,j12023_7.sm
122,220,17,49,60,2.411764705882353,j120,j12023_8.sm
122,220,18,54,68,2.2222222222222223,j120,j12023_9.sm
122,220,21,51,68,2.5714285714285716,j120,j12024_1.sm
122,220,18,60,72,1.9444444444444444,j120,j12024_10.sm
122,220,20,60,79,2.2,j120,j12024_2.sm
122,220,16,49,54,2.0625,j120,j12024_3.sm
122,220,17,54,62,2.176470588235294,j120,j12024_4.sm
122,220,18,58,66,2.111111111111111,j120,j12024_5.sm
122,220,17,56,60,2.235294117647059,j120,j12024_6.sm
122,220,18,58,69,2.0555555555555554,j120,j12024_7.sm
122,220,20,63,70,2.05,j120,j12024_8.sm
122,220,19,59,75,2.1052631578947367,j120,j12024_9.sm
122,220,18,55,59,2.3333333333333335,j120,j12025_1.sm
122,220,17,50,61,2.1176470588235294,j120,j12025_10.sm
122,220,19,59,66,2.4210526315789473,j120,j12025_2.sm
122,220,19,60,69,2.1578947368421053,j120,j12025_3.sm
122,220,20,55,72,2.25,j120,j12025_4.sm
122,220,19,53,58,2.4210526315789473,j120,j12025_5.sm
122,220,18,56,66,2.0,j120,j12025_6.sm
122,220,16,59,55,2.3125,j120,j12025_7.sm
122,220,16,52,59,2.0625,j120,j12025_8.sm
122,220,18,58,69,2.0555555555555554,j120,j12025_9.sm
122,220,17,53,62,2.235294117647059,j120,j12026_1.sm
122,220,20,52,66,2.4,j120,j12026_10.sm
122,220,18,62,66,2.388888888888889,j120,j12026_2.sm
122,220,18,54,65,2.111111111111111,j120,j12026_3.sm
122,220,20,57,72,2.2,j120,j12026_4.sm
122,220,18,62,69,2.388888888888889,j120,j12026_5.sm
122,220,20,61,69,2.35,j120,j12026_6.sm
122,220,17,51,55,2.176470588235294,j120,j12026_7.sm
122,220,19,58,75,2.210526315789474,j120,j12026_8.sm
122,220,20,51,65,2.25,j120,j12026_9.sm
122,220,17,47,57,2.0,j120,j12027_1.sm
122,220,17,53,60,2.235294117647059,j120,j12027_10.sm
122,220,18,58,68,2.0555555555555554,j120,j12027_2.sm
122,220,21,64,83,2.142857142857143,j120,j12027_3.sm
122,220,17,48,60,2.4705882352941178,j120,j12027_4.sm
122,220,22,60,74,2.3636363636363638,j120,j12027_5.sm
122,220,18,55,65,2.0555555555555554,j120,j12027_6.sm
122,220,19,52,66,2.1578947368421053,j120,j12027_7.sm
122,220,18,58,67,2.2777777777777777,j120,j12027_8.sm
122,220,18,50,59,2.1666666666666665,j120,j12027_9.sm
122,220,19,49,62,2.1578947368421053,j120,j12028_1.sm
122,220,21,65,82,1.9523809523809523,j120,j12028_10.sm
122,220,18,54,65,2.6666666666666665,j120,j12028_2.sm
122,220,19,54,70,2.263157894736842,j120,j12028_3.sm
122,220,16,52,57,2.125,j120,j12028_4.sm
122,220,20,57,73,2.05,j120,j12028_5.sm
122,220,19,53,64,2.4210526315789473,j120,j12028_6.sm
122,220,19,54,66,2.263157894736842,j120,j12028_7.sm
122,220,17,48,57,2.0588235294117645,j120,j12028_8.sm
122,220,18,46,59,2.2222222222222223,j120,j12028_9.sm
122,220,20,54,68,2.5,j120,j12029_1.sm
122,220,19,60,73,2.4210526315789473,j120,j12029_10.sm
122,220,17,48,58,2.0,j120,j12029_2.sm
122,220,17,55,66,2.0588235294117645,j120,j12029_3.sm
122,220,16,50,57,1.8125,j120,j12029_4.sm
122,220,17,59,62,2.1176470588235294,j120,j12029_5.sm
122,220,16,48,56,2.0625,j120,j12029_6.sm
122,220,20,60,75,2.5,j120,j12029_7.sm
122,220,19,55,68,2.210526315789474,j120,j12029_8.sm
122,220,19,64,79,2.3157894736842106,j120,j12029_9.sm
122,183,14,36,39,1.8571428571428572,j120,j1202_1.sm
122,183,15,38,44,2.0,j120,j1202_10.sm
122,183,15,37,45,1.9333333333333333,j120,j1202_2.sm
122,183,15,37,46,2.2,j120,j1202_3.sm
122,183,18,47,59,1.9444444444444444,j120,j1202_4.sm
122,183,16,34,43,1.9375,j120,j1202_5.sm
122,183,16,43,52,2.3125,j120,j1202_6.sm
122,183,17,37,50,2.176470588235294,j120,j1202_7.sm
122,183,16,38,43,1.9375,j120,j1202_8.sm
122,183,17,46,52,2.0588235294117645,j120,j1202_9.sm
122,220,19,56,62,2.1578947368421053,j120,j12030_1.sm
122,220,18,52,62,2.0,j120,j12030_10.sm
122,220,18,50,65,2.0,j120,j12030_2.sm
122,220,19,58,70,2.4210526315789473,j120,j12030_3.sm
122,220,15,49,50,2.533333333333333,j120,j12030_4.sm
122,220,17,55,63,2.2941176470588234,j120,j12030_5.sm
122,220,17,56,57,2.176470588235294,j120,j12030_6.sm
122,220,21,63,84,2.0476190476190474,j120,j12030_7.sm
122,220,16,48,55,2.3125,j120,j12030_8.sm
122,220,17,51,56,2.411764705882353,j120,j12030_9.sm
122,220,17,56,63,2.0,j120,j12031_1.sm
122,220,17,56,63,2.0588235294117645,j120,j12031_10.sm
122,220,18,56,67,1.9444444444444444,j120,j12031_2.sm
122,220,18,49,64,2.1666666666666665,j120,j12031_3.sm
122,220,20,65,77,2.1,j120,j12031_4.sm
122,220,18,53,62,2.1666666666666665,j120,j12031_5.sm
122,220,20,49,62,2.6,j120,j12031_6.sm
122,220,19,55,68,2.3157894736842106,j120,j12031_7.sm
122,220,15,43,48,2.0,j120,j12031_8.sm
122,220,17,50,61,1.8823529411764706,j120,j12031_9.sm
122,220,20,59,71,2.15,j120,j12032_1.sm
122,220,18,56,66,2.111111111111111,j120,j12032_10.sm
122,220,19,59,68,2.210526315789474,j120,j12032_2.sm
122,220,19,62,70,2.263157894736842,j120,j12032_3.sm
122,220,18,52,58,2.4444444444444446,j120,j12032_4.sm
122,220,17,54,58,2.2941176470588234,j120,j12032_5.sm
122,220,20,58,73,2.15,j120,j12032_6.sm
122,220,18,50,61,2.1666666666666665,j120,j12032_7.sm
122,220,17,50,56,1.9411764705882353,j120,j12032_8.sm
122,220,17,54,60,2.3529411764705883,j120,j12032_9.sm
122,220,19,57,78,2.0526315789473686,j120,j12033_1.sm
122,220,17,52,61,2.235294117647059,j120,j12033_10.sm
122,220,18,55,69,2.0555555555555554,j120,j12033_2.sm
122,220,18,53,66,2.0,j120,j12033_3.sm
122,220,19,58,72,2.4210526315789473,j120,j12033_4.sm
122,220,20,62,73,2.2,j120,j12033_5.sm
122,220,21,66,90,2.0952380952380953,j120,j12033_6.sm
122,220,16,50,55,2.1875,j120,j12033_7.sm
122,220,16,54,58,2.1875,j120,j12033_8.sm
122,220,18,60,69,2.3333333333333335,j120,j12033_9.sm
122,220,16,44,47,2.375,j120,j12034_1.sm
122,220,18,58,65,2.2222222222222223,j120,j12034_10.sm
122,220,18,51,62,2.1666666666666665,j120,j12034_2.sm
122,220,17,49,59,2.176470588235294,j120,j12034_3.sm
122,220,19,58,67,2.1052631578947367,j120,j12034_4.sm
122,220,18,59,64,2.2222222222222223,j120,j12034_5.sm
122,220,18,57,63,2.1666666666666665,j120,j12034_6.sm
122,220,19,61,74,2.473684210526316,j120,j12034_7.sm
122,220,17,52,56,2.5294117647058822,j120,j12034_8.sm
122,220,16,52,55,2.0,j120,j12034_9.sm
122,220,15,47,50,2.4,j120,j12035_1.sm
122,220,18,55,68,2.2222222222222223,j120,j12035_10.sm
122,220,20,57,72,2.15,j120,j12035_2.sm
122,220,15,44,51,2.2,j120,j12035_3.sm
122,220,20,59,74,2.35,j120,j12035_4.sm
122,220,18,57,66,2.2777777777777777,j120,j12035_5.sm
122,220,19,59,74,2.1578947368421053,j120,j12035_6.sm
122,220,22,62,82,2.1363636363636362,j120,j12035_7.sm
122,220,18,55,61,1.8888888888888888,j120,j12035_8.sm
122,220,18,53,60,2.2777777777777777,j120,j12035_9.sm
122,220,19,60,66,2.210526315789474,j120,j12036_1.sm
122,220,18,55,68,2.1666666666666665,j120,j12036_10.sm
122,220,20,58,77,2.1,j120,j12036_2.sm
122,220,17,48,59,1.9411764705882353,j120,j12036_3.sm
122,220,20,60,76,2.25,j120,j12036_4.sm
122,220,19,59,71,2.1052631578947367,j120,j12036_5.sm
122,220,20,58,74,2.05,j120,j12036_6.sm
122,220,20,61,75,2.4,j120,j12036_7.sm
122,220,18,45,60,2.1666666666666665,j120,j12036_8.sm
122,220,19,53,70,2.1052631578947367,j120,j12036_9.sm
122,220,18,48,53,2.4444444444444446,j120,j12037_1.sm
122,220,16,49,57,2.1875,j120,j12037_10.sm
122,220,16,52,56,2.125,j120,j12037_2.sm
122,220,19,60,76,2.263157894736842,j120,j12037_3.sm
122,220,18,51,67,2.0555555555555554,j120,j12037_4.sm
122,220,17,55,60,2.235294117647059,j120,j12037_5.sm
122,220,19,62,75,2.3157894736842106,j120,j12037_6.sm
122,220,19,52,62,2.3157894736842106,j120,j12037_7.sm
122,220,20,54,66,2.1,j120,j12037_8.sm
122,220,16,45,49,2.25,j120,j12037_9.sm
122,220,18,51,65,2.1666666666666665,j120,j12038_1.sm
122,220,18,57,64,2.3333333333333335,j120,j12038_10.sm
122,220,19,62,81,2.0526315789473686,j120,j12038_2.sm
122,220,19,61,70,2.3157894736842106,j120,j12038_3.sm
122,220,19,62,72,2.3157894736842106,j120,j12038_4.sm
122,220,16,55,59,2.0625,j120,j12038_5.sm
122,220,17,50,55,2.411764705882353,j120,j12038_6.sm
122,220,17,48,58,2.0588235294117645,j120,j12038_7.sm
122,220,18,55,64,1.9444444444444444,j120,j12038_8.sm
122,220,21,56,79,2.3333333333333335,j120,j12038_9.sm
122,220,19,58,76,2.0,j120,j12039_1.sm
122,220,18,60,69,2.2222222222222223,j120,j12039_10.sm
122,220,21,62,89,2.238095238095238,j120,j12039_2.sm
122,220,20,63,81,2.3,j120,j12039_3.sm
122,220,15,46,45,1.8666666666666667,j120,j12039_4.sm
122,220,20,59,71,2.05,j120,j12039_5.sm
122,220,17,53,62,2.2941176470588234,j120,j12039_6.sm
122,220,20,59,75,2.3,j120,j12039_7.sm
122,220,17,58,65,1.9411764705882353,j120,j12039_8.sm
122,220,16,48,55,2.0625,j120,j12039_9.sm
122,183,16,40,46,1.9375,j120,j1203_1.sm
122,183,18,48,60,2.1666666666666665,j120,j1203_10.sm
122,183,16,41,51,2.0,j120,j1203_2.sm
122,183,19,38,53,2.1578947368421053,j120,j1203_3.sm
122,183,14,34,40,2.2857142857142856,j120,j1203_4.sm
122,183,18,37,50,2.1666666666666665,j120,j1203_5.sm
122,183,18,45,54,2.5555555555555554,j120,j1203_6.sm
122,183,16,38,49,2.125,j120,j1203_7.sm
122,183,17,44,53,2.2941176470588234,j120,j1203_8.sm
122,183,19,42,56,2.1052631578947367,j120,j1203_9.sm
122,220,17,53,58,2.1176470588235294,j120,j12040_1.sm
122,220,16,48,54,2.3125,j120,j12040_10.sm
122,220,16,48,54,2.375,j120,j12040_2.sm
122,220,20,50,65,2.5,j120,j12040_3.sm
122,220,19,54,68,2.263157894736842,j120,j12040_4.sm
122,220,21,64,83,2.142857142857143,j120,j12040_5.sm
122,220,16,53,60,2.125,j120,j12040_6.sm
122,220,18,51,66,2.0,j120,j12040_7.sm
122,220,20,62,77,2.15,j120,j12040_8.sm
122,220,20,59,78,2.15,j120,j12040_9.sm
122,257,18,63,72,1.8888888888888888,j120,j12041_1.sm
122,257,20,66,77,2.05,j120,j12041_10.sm
122,257,19,65,68,2.3684210526315788,j120,j12041_2.sm
122,257,19,70,77,2.1052631578947367,j120,j12041_3.sm
122,257,18,66,69,2.0555555555555554,j120,j12041_4.sm
122,257,21,76,83,2.1904761904761907,j120,j12041_5.sm
122,257,19,73,79,2.5789473684210527,j120,j12041_6.sm
122,257,17,53,62,2.2941176470588234,j120,j12041_7.sm
122,257,23,78,99,2.1739130434782608,j120,j12041_8.sm
122,257,18,69,75,2.4444444444444446,j120,j12041_9.sm
122,257,18,60,70,2.0,j120,j12042_1.sm
122,257,17,64,67,2.2941176470588234,j120,j12042_10.sm
122,257,18,70,76,2.3333333333333335,j120,j12042_2.sm
122,257,17,57,66,2.2941176470588234,j120,j12042_3.sm
122,257,18,65,72,2.111111111111111,j120,j12042_4.sm
122,257,17,61,69,2.176470588235294,j120,j12042_5.sm
122,257,19,67,75,2.0526315789473686,j120,j12042_6.sm
122,257,22,76,91,2.1363636363636362,j120,j12042_7.sm
122,257,18,66,72,2.111111111111111,j120,j12042_8.sm
122,257,18,65,69,2.388888888888889,j120,j12042_9.sm
122,257,18,66,69,1.9444444444444444,j120,j12043_1.sm
122,257,22,69,86,2.227272727272727,j120,j12043_10.sm
122,257,18,65,72,2.3333333333333335,j120,j12043_2.sm
122,257,18,61,72,2.2222222222222223,j120,j12043_3.sm
122,257,18,65,73,2.2777777777777777,j120,j12043_4.sm
122,257,20,69,79,2.1,j120,j12043_5.sm
122,257,20,70,81,2.1,j120,j12043_6.sm
122,257,20,65,75,2.05,j120,j12043_7.sm
122,257,22,75,95,2.272727272727273,j120,j12043_8.sm
122,257,19,67,80,2.0,j120,j12043_9.sm
122,257,22,72,92,2.1363636363636362,j120,j12044_1.sm
122,257,19,54,69,2.3157894736842106,j120,j12044_10.sm
122,257,18,59,66,1.9444444444444444,j120,j12044_2.sm
122,257,19,64,77,2.4210526315789473,j120,j12044_3.sm
122,257,19,61,71,2.1052631578947367,j120,j12044_4.sm
122,257,16,55,59,2.375,j120,j12044_5.sm
122,257,20,72,82,2.4,j120,j12044_6.sm
122,257,18,68,66,2.1666666666666665,j120,j12044_7.sm
122,257,19,70,82,2.0526315789473686,j120,j12044_8.sm
122,257,19,73,78,2.263157894736842,j120,j12044_9.sm
122,257,18,66,78,2.2777777777777777,j120,j12045_1.sm
122,257,20,81,91,2.35,j120,j12045_10.sm
122,257,21,68,80,2.238095238095238,j120,j12045_2.sm
122,257,21,62,78,2.142857142857143,j120,j12045_3.sm
122,257,21,69,79,2.142857142857143,j120,j12045_4.sm
122,257,20,73,83,2.65,j120,j12045_5.sm
122,257,19,69,76,2.263157894736842,j120,j12045_6.sm
122,257,18,66,73,2.611111111111111,j120,j12045_7.sm
122,257,18,68,71,2.111111111111111,j120,j12045_8.sm
122,257,20,65,81,2.05,j120,j12045_9.sm
122,257,18,64,72,2.2222222222222223,j120,j12046_1.sm
122,257,20,61,77,2.25,j120,j12046_10.sm
122,257,20,71,88,2.15,j120,j12046_2.sm
122,257,19,72,78,2.3157894736842106,j120,j12046_3.sm
122,257,16,65,62,2.5625,j120,j12046_4.sm
122,257,19,60,71,2.4210526315789473,j120,j12046_5.sm
122,257,20,71,91,2.15,j120,j12046_6.sm
122,257,19,71,82,2.526315789473684,j120,j12046_7.sm
122,257,17,64,64,2.235294117647059,j120,j12046_8.sm
122,257,20,68,78,2.2,j120,j12046_9.sm
122,257,20,74,82,2.2,j120,j12047_1.sm
122,257,17,63,64,2.235294117647059,j120,j12047_10.sm
122,257,21,67,80,2.238095238095238,j120,j12047_2.sm
122,257,18,59,66,2.0555555555555554,j120,j12047_3.sm
122,257,18,66,69,2.4444444444444446,j120,j12047_4.sm
122,257,17,60,60,2.176470588235294,j120,j12047_5.sm
122,257,18,59,63,2.2222222222222223,j120,j12047_6.sm
122,257,18,67,69,2.111111111111111,j120,j12047_7.sm
122,257,16,57,57,2.25,j120,j12047_8.sm
122,257,18,66,69,2.2777777777777777,j120,j12047_9.sm
122,257,19,66,69,2.0526315789473686,j120,j12048_1.sm
122,257,20,72,86,2.05,j120,j12048_10.sm
122,257,18,70,75,2.2777777777777777,j120,j12048_2.sm
122,257,18,62,67,2.1666666666666665,j120,j12048_3.sm
122,257,20,70,76,2.35,j120,j12048_4.sm
122,257,18,62,68,2.0,j120,j12048_5.sm
122,257,19,68,78,2.5789473684210527,j120,j12048_6.sm
122,257,21,63,77,2.142857142857143,j120,j12048_7.sm
122,257,23,83,106,2.391304347826087,j120,j12048_8.sm
122,257,18,69,74,2.4444444444444446,j120,j12048_9.sm
122,257,18,61,66,2.4444444444444446,j120,j12049_1.sm
122,257,16,55,57,2.125,j120,j12049_10.sm
122,257,20,70,80,2.05,j120,j12049_2.sm
122,257,17,57,62,2.176470588235294,j120,j12049_3.sm
122,257,17,65,63,2.235294117647059,j120,j12049_4.sm
122,257,20,65,81,2.35,j120,j12049_5.sm
122,257,22,79,88,2.272727272727273,j120,j12049_6.sm
122,257,19,62,79,2.1052631578947367,j120,j12049_7.sm
122,257,21,74,92,2.0476190476190474,j120,j12049_8.sm
122,257,17,66,69,2.0,j120,j12049_9.sm
122,183,16,41,51,2.125,j120,j1204_1.sm
122,183,18,40,52,2.0,j120,j1204_10.sm
122,183,20,46,59,2.15,j120,j1204_2.sm
122,183,17,42,51,2.2941176470588234,j120,j1204_3.sm
122,183,16,39,49,2.0625,j120,j1204_4.sm
122,183,16,42,49,2.3125,j120,j1204_5.sm
122,183,16,37,48,1.9375,j120,j1204_6.sm
122,183,17,42,53,2.176470588235294,j120,j1204_7.sm
122,183,17,44,51,2.1176470588235294,j120,j1204_8.sm
122,183,15,42,46,2.4,j120,j1204_9.sm
122,257,22,77,87,2.272727272727273,j120,j12050_1.sm
122,257,19,66,78,2.0526315789473686,j120,j12050_10.sm
122,257,19,68,79,2.3684210526315788,j120,j12050_2.sm
122,257,19,70,76,2.1578947368421053,j120,j12050_3.sm
122,257,17,62,66,2.176470588235294,j120,j12050_4.sm
122,257,19,65,80,1.894736842105263,j120,j12050_5.sm
122,257,16,54,55,2.5,j120,j12050_6.sm
122,257,22,76,92,2.0,j120,j12050_7.sm
122,257,18,59,69,2.1666666666666665,j120,j12050_8.sm
122,257,19,62,79,2.3157894736842106,j120,j12050_9.sm
122,257,18,67,77,2.2222222222222223,j120,j12051_1.sm
122,257,19,67,79,2.210526315789474,j120,j12051_10.sm
122,257,17,58,59,2.3529411764705883,j120,j12051_2.sm
122,257,18,60,70,2.0555555555555554,j120,j12051_3.sm
122,257,17,66,71,2.2941176470588234,j120,j12051_4.sm
122,257,19,67,71,2.1052631578947367,j120,j12051_5.sm
122,257,18,60,69,2.111111111111111,j120,j12051_6.sm
122,257,20,69,91,2.45,j120,j12051_7.sm
122,257,16,57,57,2.25,j120,j12051_8.sm
122,257,17,68,63,2.7058823529411766,j120,j12051_9.sm
122,257,20,80,90,2.65,j120,j12052_1.sm
122,257,18,61,71,1.9444444444444444,j120,j12052_10.sm
122,257,19,67,75,2.210526315789474,j120,j12052_2.sm
122,257,19,65,76,2.1578947368421053,j120,j12052_3.sm
122,257,21,69,82,2.380952380952381,j120,j12052_4.sm
122,257,19,63,79,2.3157894736842106,j120,j12052_5.sm
122,257,19,66,74,2.1578947368421053,j120,j12052_6.sm
122,257,18,63,69,2.1666666666666665,j120,j12052_7.sm
122,257,21,71,84,2.1904761904761907,j120,j12052_8.sm
122,257,17,58,60,2.5294117647058822,j120,j12052_9.sm
122,257,22,79,90,2.3181818181818183,j120,j12053_1.sm
122,257,20,64,74,2.1,j120,j12053_10.sm
122,257,17,64,67,2.0588235294117645,j120,j12053_2.sm
122,257,20,72,85,2.2,j120,j12053_3.sm
122,257,20,76,89,2.2,j120,j12053_4.sm
122,257,18,60,69,2.0,j120,j12053_5.sm
122,257,21,73,94,2.2857142857142856,j120,j12053_6.sm
122,257,21,65,84,2.3333333333333335,j120,j12053_7.sm
122,257,17,62,67,2.2941176470588234,j120,j12053_8.sm
122,257,22,72,86,2.272727272727273,j120,j12053_9.sm
122,257,19,68,78,2.3157894736842106,j120,j12054_1.sm
122,257,20,75,80,2.3,j120,j12054_10.sm
122,257,21,74,89,2.142857142857143,j120,j12054_2.sm
122,257,19,66,73,2.0526315789473686,j120,j12054_3.sm
122,257,22,71,88,2.4545454545454546,j120,j12054_4.sm
122,257,18,59,66,2.1666666666666665,j120,j12054_5.sm
122,257,19,66,75,2.1052631578947367,j120,j12054_6.sm
122,257,19,74,82,2.4210526315789473,j120,j12054_7.sm
122,257,19,65,69,2.210526315789474,j120,j12054_8.sm
122,257,19,68,75,2.1578947368421053,j120,j12054_9.sm
122,257,19,71,81,2.3157894736842106,j120,j12055_1.sm
122,257,18,62,68,2.111111111111111,j120,j12055_10.sm
